lcv,5,kenken_5x5_20250511_081852.json,274,0.0930180549621582
heuristics,5,kenken_5x5_20250511_081852.json,122,0.02854776382446289
supervised_mrv_lcv,5,kenken_5x5_20250511_081852.json,122,0.009996891021728516
backtracking,5,kenken_5x5_20250511_220251.json,206,0.035196542739868164
mrv,5,kenken_5x5_20250511_220251.json,47,0.008648157119750977
lcv,5,kenken_5x5_20250511_220251.json,643,0.1387786865234375
heuristics,5,kenken_5x5_20250511_220251.json,25,0.005997657775878906
supervised_mrv_lcv,5,kenken_5x5_20250511_220251.json,25,0.002997159957885742
backtracking,6,kenken_6x6_20250420_191327.json,263,0.06473112106323242
mrv,6,kenken_6x6_20250420_191327.json,41,0.0110015869140625
lcv,6,kenken_6x6_20250420_191327.json,332,0.08277511596679688
heuristics,6,kenken_6x6_20250420_191327.json,41,0.009521245956420898
supervised_mrv_lcv,6,kenken_6x6_20250420_191327.json,41,0.003995418548583984
backtracking,6,kenken_6x6_20250503_215834.json,212,0.03999757766723633
mrv,6,kenken_6x6_20250503_215834.json,47,0.010998010635375977
lcv,6,kenken_6x6_20250503_215834.json,104,0.01900196075439453
heuristics,6,kenken_6x6_20250503_215834.json,144,0.031165122985839844
supervised_mrv_lcv,6,kenken_6x6_20250503_215834.json,144,0.013996362686157227
backtracking,6,kenken_6x6_20250510_194314.json,57,0.01000070571899414
mrv,6,kenken_6x6_20250510_194314.json,54,0.011999130249023438
lcv,6,kenken_6x6_20250510_194314.json,63,0.011998891830444336
heuristics,6,kenken_6x6_20250510_194314.json,56,0.012000799179077148
supervised_mrv_lcv,6,kenken_6x6_20250510_194314.json,56,0.005999326705932617
backtracking,6,kenken_6x6_20250511_083726.json,2105,0.4456784725189209
mrv,6,kenken_6x6_20250511_083726.json,37,0.007956504821777344
lcv,6,kenken_6x6_20250511_083726.json,1564,0.36903834342956543
heuristics,6,kenken_6x6_20250511_083726.json,44,0.011004209518432617
supervised_mrv_lcv,6,kenken_6x6_20250511_083726.json,44,0.0059986114501953125
backtracking,7,kenken_7x7_20250420_191332.json,4455,1.0966150760650635
mrv,7,kenken_7x7_20250420_191332.json,51,0.018996238708496094
lcv,7,kenken_7x7_20250420_191332.json,261,0.24841618537902832
heuristics,7,kenken_7x7_20250420_191332.json,54,0.029000043869018555
